,Brand,Product Type,Product Name,Description,Price,Sales Price,Color,Material,Product URL,Picture URL,Timestamp,Gender,New Arrival
158,Kowtow,none,CALDER SWEATER,"A uniquely shaped sweater made from brushed organic cotton sweatshirting. It features a boat neckline, and a curved hem.To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its wearer are part of the movement towards",US$ 145,US$ 69,CHARCOAL MARLE,"['380gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-calder-sweater-charcoal-marle,//cdn.shopify.com/s/files/1/2182/6091/products/calder_sweater-charcoal_marle-lookbook-0011_grande.jpg?v=1627533220,2022-03-15 21:54:40.192730,unisex,False
159,Kowtow,none,UNISEX EVERYDAY CREW,"A crew neck unisex sweater made from brushed organic cotton sweatshirting, featuring a raglan sleeve.To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its wearer are part of the movement towards a better future.",US$ 185,US$ 89,CHARCOAL MARLE,"['380gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-everyday-crew-charcoal-marle,//cdn.shopify.com/s/files/1/2182/6091/products/everyday_crew-charcoal_marle-lookbook-0018_grande.jpg?v=1627533234,2022-03-15 21:54:40.453153,unisex,False
160,Kowtow,none,UNISEX EVERYDAY TRACK PANT,"Relaxed fit unisex track pants made from a brushed organic cotton sweatshirting. The pants feature front seam pockets and are finished with a wide elastic rib waistband and drawcord.To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A sign",US$ 145,US$ 69,CHARCOAL MARLE,"['380gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-everyday-track-pant-charcoal-marle,//cdn.shopify.com/s/files/1/2182/6091/products/everyday_track_pant-charcoal_marle-lookbook-0003_grande.jpg?v=1627533179,2022-03-15 21:54:40.976620,unisex,False
161,Kowtow,none,UNISEX FISHERMAN CREW,"A relaxed, unisex jumper featuring a raglan sleeve, and ribbing at the neckline and cuffs.",US$ 215,US$ 129,CHARCOAL MARLE,"['tuck-stitch', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/fisherman-crew-charcoal-marle,//cdn.shopify.com/s/files/1/2182/6091/products/fisherman_crew-charcoal_marle-lookbook-01_grande.jpg?v=1627533136,2022-03-15 21:54:41.268395,unisex,False
162,Kowtow,none,UNISEX FISHERMAN SCARF,"A long knitted scarf, made from organic cotton.",US$ 155,US$ 89,CHARCOAL MARLE,"['tuck-stitch', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/fisherman-scarf-charcoal-marle,//cdn.shopify.com/s/files/1/2182/6091/products/fisherman_scarf-charcoal_marle-lookbook-0001_grande.jpg?v=1627533091,2022-03-15 21:54:41.762633,unisex,False
163,Kowtow,none,UNISEX BEANIE,"A rib knitted beanie with a rolled hem, made from organic cotton.",US$ 75,US$ 49,CHARCOAL MARLE,"['rib-knit', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/beanie-charcoal-marle,//cdn.shopify.com/s/files/1/2182/6091/products/beanie-charcoal_marle-lookbook-0001_grande.jpg?v=1627533079,2022-03-15 21:54:42.027442,unisex,False
164,Kowtow,none,SINGLE-USE PLANET TOTE,"A reusable denim tote bag printed with our 'Single-Use Planet' slogan. Support us in protesting single-use plastic with our Single-Use Planet collection. With every purchase made, $10 from each t-shirt and $5 from each tote bag will be donated to New Zealand and Australian ocean charities Sustainable Coastlines and Tak",US$ 65,,GREIGE DENIM,"['11oz', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/single-use-planet-tote-greige-denim,//cdn.shopify.com/s/files/1/2182/6091/products/single-use_planet_tote-greige_denim-lookbook-0002_grande.jpg?v=1627533103,2022-03-15 21:54:42.349376,unisex,False
165,Kowtow,none,UNISEX STAPLE TEE,"A classic fit, unisex t-shirt made from mid-weight organic cotton.To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its wearer are part of the movement towards a better future.",US$ 75,US$ 49,SUN,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-staple-tee-sun,//cdn.shopify.com/s/files/1/2182/6091/products/staple_tee-sun-lookbook-0009_grande.jpg?v=1627533306,2022-03-15 21:54:42.654742,unisex,False
166,Kowtow,none,UNISEX STAPLE TEE,"A classic fit, unisex t-shirt made from mid-weight organic cotton.To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its wearer are part of the movement towards a better future.",US$ 75,US$ 49,GREY MARLE,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-staple-tee-grey-marle,//cdn.shopify.com/s/files/1/2182/6091/products/staple_tee-grey_marle-lookbook-0007_grande.jpg?v=1627533296,2022-03-15 21:54:43.339332,unisex,False
167,Kowtow,none,BUILDING BLOCK PANT,"A slim fit pant with a tapered leg, made from mid-weight organic cotton jersey. The pants have both side and back pockets, and are finished with a ribbed elastic waistband and drawcord.To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A s",US$ 105,US$ 59,GREY MARLE,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-pant-grey-marle,//cdn.shopify.com/s/files/1/2182/6091/products/building_block_pant-grey_marle-lookbook-0003_grande.jpg?v=1627533172,2022-03-15 21:54:43.929180,unisex,False
168,Kowtow,none,WIDE LEG PANT,"A wide leg pant with front pleats and a relaxed fit, made from mid-weight organic cotton jersey. The pants have both front and back pockets and are finished with a ribbed elastic waistband and drawcord.To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag",US$ 119,US$ 69,GREY MARLE,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-wide-leg-pant-grey-marle,//cdn.shopify.com/s/files/1/2182/6091/products/wide_leg_pant-grey_marle-lookbook-0001_grande.jpg?v=1627533205,2022-03-15 21:54:44.463276,unisex,False
169,Kowtow,none,LILY TEE,"An a-line shaped tee made from mid-weight organic cotton jersey, featuring frill details across the shoulders and sleeves.To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its wearer are part of the movement towar",US$ 99,US$ 69,BLACK,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-lily-tee-black,//cdn.shopify.com/s/files/1/2182/6091/products/lily_tee-black-lookbook_0056_grande.jpg?v=1636342833,2022-03-15 21:54:44.774188,unisex,False
170,Kowtow,none,HARBOUR DRESS,"A short sleeve wrap dress with an assymetric hemline, made from organic cotton twill and featuring contrast topstitching. The dress is fitted through the bust and waist and flares out slightly below the hips. It fastens at the side waist with narrow ties.",US$ 265,US$ 189,BLACK,"['twill', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/harbour-dress-black,//cdn.shopify.com/s/files/1/2182/6091/products/harbour_dress-black-lookbook_0030_grande.jpg?v=1636342818,2022-03-15 21:54:45.039119,unisex,False
171,Kowtow,none,SAIL BLOUSE,"An oversized top with a full gathered sleeve and neckline, made from lightweight organic cotton. The top has an off the body fit, and is secured at the back neck with narrow ties.",US$ 189,US$ 129,RED CHECK,"['seersucker', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/sail-blouse-red-check,//cdn.shopify.com/s/files/1/2182/6091/products/sail_blouse-red_check-lookbook_0035_grande.jpg?v=1636342779,2022-03-15 21:54:45.376200,unisex,False
172,Kowtow,none,LANTERN DRESS,"An oversized dress featuring a curved waist seam with gathered detail, made from lightweight organic cotton.",US$ 269,US$ 189,RED CHECK,"['seersucker', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/lantern-dress-red-check,//cdn.shopify.com/s/files/1/2182/6091/products/lantern_dress-red_check-lookbook_0004_grande.jpg?v=1636342810,2022-03-15 21:54:45.637002,unisex,False
173,Kowtow,none,AGNES TEE,"A short sleeve tee with a relaxed boxy fit, featuring an all over grid print. The tee has a ribbed crew neckline and is made from a mid-weight organic cotton jersey.To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, an",US$ 99,US$ 69,RED GRID,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-agnes-tee-red-grid,//cdn.shopify.com/s/files/1/2182/6091/products/agnes_tee-red_grid-lookbook_0007_grande.jpg?v=1636342847,2022-03-15 21:54:45.900517,unisex,False
174,Kowtow,none,CLASSIC TEE,"A short sleeve tee with a classic fit and a ribbed crew neck, made from mid-weight organic cotton jersey.To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its wearer are part of the movement towards a better futur",US$ 65,US$ 49,PEONY,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-classic-tee-peony,//cdn.shopify.com/s/files/1/2182/6091/products/classic_tee-peony-lookbook_0082_grande.jpg?v=1636342764,2022-03-15 21:54:46.165716,unisex,False
175,Kowtow,none,TANK TOP,"A sleeveless top with a slim fit through the body and finished with wide ribbing at the neckline and armholes. To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its wearer are part of the movement towards a better",US$ 65,US$ 49,PEONY,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-tank-top-peony,//cdn.shopify.com/s/files/1/2182/6091/products/tank_top-peony-lookbook_0031_grande.jpg?v=1636342756,2022-03-15 21:54:46.464557,unisex,False
176,Kowtow,none,LILY TEE,"An a-line shaped tee made from mid-weight organic cotton jersey, featuring frill details across the shoulders and sleeves.To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its wearer are part of the movement towar",US$ 99,US$ 69,WHITE,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-lily-tee-white,//cdn.shopify.com/s/files/1/2182/6091/products/lily_tee-white-lookbook_0003_grande.jpg?v=1636342825,2022-03-15 21:54:46.730826,unisex,False
177,Kowtow,none,FOLIAGE TEE,"A short sleeve tee with an oversized boxy fit and a ribbed crew neck, made from mid-weight organic cotton jersey. It features an oversized patch pocket with frill detailing on the chest. To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A",US$ 99,US$ 69,WHITE,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-foliage-tee-white,//cdn.shopify.com/s/files/1/2182/6091/products/foliage_tee-white-lookbook_0008_grande.jpg?v=1636342840,2022-03-15 21:54:47.005594,unisex,False
178,Kowtow,none,SAIL BLOUSE,"An oversized top with a full gathered sleeve and neckline, made from lightweight organic cotton. The top has an off the body fit, and is secured at the back neck with narrow ties.",US$ 189,US$ 129,WHITE,"['poplin', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/sail-blouse-white,//cdn.shopify.com/s/files/1/2182/6091/products/sail_blouse-white-lookbook_0040_grande.jpg?v=1636342772,2022-03-15 21:54:47.321012,unisex,False
179,Kowtow,none,SAIL BLOUSE,"An oversized top with a full gathered sleeve and neckline, made from lightweight organic cotton. The top has an off the body fit, and is secured at the back neck with narrow ties.",US$ 129,US$ 89,NAVY,"['sheer-check', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/sail-blouse-navy,//cdn.shopify.com/s/files/1/2182/6091/products/sail_blouse-navy-lookbook_0063_grande.jpg?v=1636342787,2022-03-15 21:54:47.575527,unisex,False
180,Kowtow,none,TANK DRESS,"A longline sleeveless tank dress with a slim fit through the body and wide ribbing at the neckline and sleeves. Made from a mid-weight organic cotton jersey. To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its w",US$ 105,US$ 69,GRASS,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-tank-dress-grass,//cdn.shopify.com/s/files/1/2182/6091/products/tank_dress-grass-lookbook-0022_grande.jpg?v=1635655736,2022-03-15 21:54:48.096276,unisex,False
181,Kowtow,none,TANK DRESS,"A longline sleeveless tank dress with a slim fit through the body and wide ribbing at the neckline and sleeves. Made from a mid-weight organic cotton jersey. To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its w",US$ 105,US$ 69,BLACK,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-tank-dress-black,//cdn.shopify.com/s/files/1/2182/6091/products/tank_dress-black-lookbook-0003_grande.jpg?v=1635655729,2022-03-15 21:54:48.384735,unisex,False
182,Kowtow,none,TANK TOP,"A sleeveless top with a slim fit through the body and finished with wide ribbing at the neckline and armholes. To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its wearer are part of the movement towards a better",US$ 65,US$ 49,WHITE,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-tank-top-white,//cdn.shopify.com/s/files/1/2182/6091/products/tank_top-white-lookbook-0003_grande.jpg?v=1635655766,2022-03-15 21:54:48.682325,unisex,False
183,Kowtow,none,TANK DRESS,"A longline sleeveless tank dress with a slim fit through the body and wide ribbing at the neckline and sleeves. Made from a mid-weight organic cotton jersey. To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its w",US$ 105,US$ 69,INK,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-tank-dress-ink,//cdn.shopify.com/s/files/1/2182/6091/products/tank_dress-ink-lookbook-0018_grande.jpg?v=1635655742,2022-03-15 21:54:48.959934,unisex,False
184,Kowtow,none,TANK TOP,"A sleeveless top with a slim fit through the body and finished with wide ribbing at the neckline and armholes. To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its wearer are part of the movement towards a better",US$ 65,US$ 49,INK,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-tank-top-ink,//cdn.shopify.com/s/files/1/2182/6091/products/tank_top-ink-lookbook-0007_grande.jpg?v=1635655753,2022-03-15 21:54:49.272314,unisex,False
185,Kowtow,none,TANK TOP,"A sleeveless top with a slim fit through the body and finished with wide ribbing at the neckline and armholes. To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its wearer are part of the movement towards a better",US$ 65,US$ 49,STONE,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-tank-top-stone,//cdn.shopify.com/s/files/1/2182/6091/products/tank_top-stone-lookbook-0025_grande.jpg?v=1635655760,2022-03-15 21:54:49.627355,unisex,False
186,Kowtow,none,TANK DRESS,"A longline sleeveless tank dress with a slim fit through the body and wide ribbing at the neckline and sleeves. Made from a mid-weight organic cotton jersey. To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its w",US$ 105,US$ 69,STONE,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-tank-dress-stone,//cdn.shopify.com/s/files/1/2182/6091/products/tank_dress-stone-lookbook-0047_grande.jpg?v=1635655747,2022-03-15 21:54:49.895230,unisex,False
187,Kowtow,none,HARBOUR DRESS,"A short sleeve wrap dress with an assymetric hemline, made from printed organic cotton voile. The dress is fitted through the bust and waist and flares out slightly below the hips. It fastens at the side waist with narrow ties.",US$ 279,US$ 199,LANDSCAPE,"['voile', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/harbour-dress-landscape,//cdn.shopify.com/s/files/1/2182/6091/products/harbour_dress-landscape-lookbook_0012_grande.jpg?v=1634002231,2022-03-15 21:54:50.172281,unisex,False
188,Kowtow,none,CANOPY TOP,"A sleeveless top with a relaxed fit, cut from lightweight organic cotton ripstop. The top comes with a thin detachable waist tie, and fastens at the back neck with a single button closure.",US$ 119,US$ 79,LEMON,"['light-ripstop', 'fairganic', 'agoya', 'seed-to-garment']",https://us.kowtowclothing.com/products/canopy-top-lemon,//cdn.shopify.com/s/files/1/2182/6091/products/canopy_top-lemon-lookbook_0029_grande.jpg?v=1634002177,2022-03-15 21:54:50.516307,unisex,False
189,Kowtow,none,CANOPY DRESS,"A sleeveless dress with a relaxed fit, cut from lightweight organic cotton ripstop. The dress comes with a separate slip dress for layering, has a detachable belt, and fastens at the back neck with narrow ties.",US$ 279,US$ 199,LEMON,"['light-ripstop', 'fairganic', 'agoya', 'seed-to-garment']",https://us.kowtowclothing.com/products/canopy-dress-lemon,//cdn.shopify.com/s/files/1/2182/6091/products/canopy_dress-lemon-lookbook_0012_grande.jpg?v=1634002251,2022-03-15 21:54:50.823098,unisex,False
190,Kowtow,none,STOREY DRESS,"A full length dress with a wide v-neck made from lightweight organic cotton jersey. The dress has a relaxed fit through the body and flares towards the hem. To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its we",US$ 135,US$ 89,KHAKI,"['120gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-storey-dress-khaki,//cdn.shopify.com/s/files/1/2182/6091/products/storey_dress-khaki-lookbook_0041_grande.jpg?v=1634002292,2022-03-15 21:54:51.079378,unisex,False
191,Kowtow,none,OVERSIZED V NECK TOP,"An oversized tee featuring a wide v-neckline and a drop shoulder, made from lightweight organic cotton jersey. To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its wearer are part of the movement towards a better",US$ 75,US$ 49,KHAKI,"['120gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-oversized-v-neck-top-khaki,//cdn.shopify.com/s/files/1/2182/6091/products/oversized_v_neck_top-khaki-lookbook_0095_grande.jpg?v=1634002262,2022-03-15 21:54:51.394792,unisex,False
192,Kowtow,none,CIRCLE DRESS,"A sleeveless panelled dress with a high neckline, made from lightweight organic cotton jersey. An easy wearing style that flows loosely from the shoulders to the hemline. To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that ",US$ 119,US$ 79,KHAKI,"['120gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-circle-dress-khaki,//cdn.shopify.com/s/files/1/2182/6091/products/circle_dress-khaki-lookbook_0006_grande.jpg?v=1634002311,2022-03-15 21:54:51.685299,unisex,False
193,Kowtow,none,RELAXED TEE,"A short sleeve, relaxed fit tee made from lightweight organic cotton jersey and featuring our signature twisted side seams. To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its wearer are part of the movement tow",US$ 59,US$ 39,WHITE,"['120gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-relaxed-tee-white,//cdn.shopify.com/s/files/1/2182/6091/products/relaxed_tee-white-lookbook_0032_grande.jpg?v=1634002272,2022-03-15 21:54:52.282655,unisex,False
194,Kowtow,none,OVERSIZED V NECK TOP,"An oversized tee featuring a wide v-neckline and a drop shoulder, made from lightweight organic cotton jersey. To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its wearer are part of the movement towards a better",US$ 75,US$ 49,WHITE,"['120gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-oversized-v-neck-top-white,//cdn.shopify.com/s/files/1/2182/6091/products/oversized_v_neck_top-white-lookbook_0016_grande.jpg?v=1634002257,2022-03-15 21:54:52.578329,unisex,False
195,Kowtow,none,EXPLORER SHORTS,"Wide leg shorts with front pleats and a relaxed fit, made from lightweight organic cotton canvas. The shorts have angled side pockets and are finished with a wide elastic waistband.",US$ 145,US$ 99,DUNE,"['lightweight-canvas', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/explorer-shorts-dune,//cdn.shopify.com/s/files/1/2182/6091/products/explorer_shorts-dune-lookbook_0024_grande.jpg?v=1634002195,2022-03-15 21:54:52.863704,unisex,False
196,Kowtow,none,PARASOL HAT,"A wide brimmed sun hat featuring both contrast topstitching and a conrast fabric lining, made from soft organic cotton denim. Available in two sizes.",US$ 99,US$ 69,WORKWEAR BLUE DENIM,"['11oz', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/parasol-hat-workwear-blue-denim,//cdn.shopify.com/s/files/1/2182/6091/products/parasol_hat-workwear_blue_denim-lookbook_0050_grande.jpg?v=1634002162,2022-03-15 21:54:53.156936,unisex,False
197,Kowtow,none,SINGLE-USE PLANET TOTE,"A reusable denim tote bag printed with our 'Single-Use Planet' slogan. Support us in protesting single-use plastic with our Single-Use Planet collection. With every purchase made, $10 from each t-shirt and $5 from each tote bag will be donated to New Zealand and Australian ocean charities Sustainable Coastlines and Tak",US$ 65,,WORKWEAR BLUE DENIM,"['11oz', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/single-use-planet-tote-workwear-blue-denim,//cdn.shopify.com/s/files/1/2182/6091/products/single-use_planet_tote-workwear_blue_denim-lookbook_0028_grande.jpg?v=1634002158,2022-03-15 21:54:53.424511,unisex,False
198,Kowtow,none,CIRCLE DRESS,"A sleeveless panelled dress with a high neckline, made from lightweight organic cotton jersey. An easy wearing style that flows loosely from the shoulders to the hemline. To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that ",US$ 119,US$ 79,BLACK,"['120gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-circle-dress-black,//cdn.shopify.com/s/files/1/2182/6091/products/circle_dress-black-lookbook_0027_grande.jpg?v=1634002316,2022-03-15 21:54:53.777255,unisex,False
199,Kowtow,none,SLIP,"A straight, knee-length slip dress with narrow straps and a square neckline, made from mid-weigth organic cotton jersey. The dress has a slim fit through the body and can be worn on its own, or used as a layering piece. To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘B",US$ 75,US$ 49,BLACK,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-slip-black,//cdn.shopify.com/s/files/1/2182/6091/products/slip-black-lookbook_0073_grande.jpg?v=1634002297,2022-03-15 21:54:54.062238,unisex,False
200,Kowtow,none,RELAXED TEE,"A short sleeve, relaxed fit tee made from lightweight organic cotton jersey and featuring our signature twisted side seams. To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its wearer are part of the movement tow",US$ 59,US$ 39,BLACK,"['120gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-relaxed-tee-black,//cdn.shopify.com/s/files/1/2182/6091/products/relaxed_tee-black-lookbook_0021_grande.jpg?v=1634002278,2022-03-15 21:54:54.650803,unisex,False
201,Kowtow,none,SOLSTICE DRESS,"A full length dress with a v-neck and a gathered drop waist, made from organic cotton twill. The dress has a relaxed fit, side seam pockets and is finished with thin adjustable shoulder straps.",US$ 249,US$ 169,STRIPE,"['twill', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/solstice-dress-stripe,//cdn.shopify.com/s/files/1/2182/6091/products/solstice_dress-stripe-lookbook_0002_grande.jpg?v=1634002212,2022-03-15 21:54:54.924337,unisex,False
202,Kowtow,none,CULOTTES,"Pleated, wide leg culottes made from organic cotton poplin. A pull on style that is finished with a wide elastic waistband and side seam pockets.",US$ 205,US$ 139,STRIPE,"['twill', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/culottes-stripe,//cdn.shopify.com/s/files/1/2182/6091/products/culottes-stripe-lookbook_0014_grande.jpg?v=1634002205,2022-03-15 21:54:55.192579,unisex,False
203,Kowtow,none,GOODALL SHORTS,"Wide leg shorts with a relaxed fit, made from organic cotton twill. They feature both angled side pockets and back patch pockets, and are finished with a wide elastic waistband and drawcord.",US$ 129,US$ 89,STRIPE,"['twill', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/goodall-shorts-stripe,//cdn.shopify.com/s/files/1/2182/6091/products/goodall_shorts-stripe-lookbook_0003_grande.jpg?v=1634002191,2022-03-15 21:54:55.469588,unisex,False
204,Kowtow,none,MEADOW DRESS,"A sleeveless button front dress with a curved hemline, made from organic cotton poplin. The dress can be worn off the body, or cinched in at the waistline with thin adjustable ties.",US$ 219,US$ 149,STRIPE,"['twill', 'fairganic', 'agoya', 'seed-to-garment']",https://us.kowtowclothing.com/products/meadow-dress-stripe,//cdn.shopify.com/s/files/1/2182/6091/products/meadow_dress-stripe-lookbook_0006_grande.jpg?v=1634002223,2022-03-15 21:54:55.787638,unisex,False
205,Kowtow,none,MEADOW TOP,"A sleeveless button front top with a curved hemline, made from organic cotton poplin. The top can be worn off the body, or cinched in at the waistline with thin adjustable ties.",US$ 149,US$ 99,WHITE,"['poplin', 'fairganic', 'agoya', 'seed-to-garment']",https://us.kowtowclothing.com/products/meadow-top-white,//cdn.shopify.com/s/files/1/2182/6091/products/meadow_top-white-lookbook_0010_grande.jpg?v=1634002170,2022-03-15 21:54:56.457484,unisex,False
206,Kowtow,none,CANOPY TOP,"A sleeveless top with a relaxed fit, cut from lightweight organic cotton voile. The top comes with a thin detachable waist tie, and fastens at the back neck with a single button closure.",US$ 119,US$ 79,KHAKI,"['voile', 'fairganic', 'agoya', 'seed-to-garment']",https://us.kowtowclothing.com/products/canopy-top-khaki,//cdn.shopify.com/s/files/1/2182/6091/products/canopy_top-khaki-lookbook_0062_grande.jpg?v=1634002186,2022-03-15 21:54:56.736508,unisex,False
207,Kowtow,none,FOREST DRESS,"A sleeveless dress with a relaxed fit, cut from lightweight organic cotton voile. The dress comes with a thin detachable belt and fastens at the back neck with narrow ties.",US$ 225,US$ 159,KHAKI,"['fairganic', 'agoya', 'seed-to-garment']",https://us.kowtowclothing.com/products/forest-dress-khaki,//cdn.shopify.com/s/files/1/2182/6091/products/forest_dress-khaki-lookbook_0003_grande.jpg?v=1634002238,2022-03-15 21:54:57.002927,unisex,False
208,Kowtow,none,DAHLIA DRESS,"An oversized dress featuring a curved waist seam with gathered detail, made from broderie anglaise. The dress comes with a contrast peony coloured slip dress for layering.",US$ 299,US$ 209,KHAKI,"['broderie-anglaise', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/dahlia-dress-khaki,//cdn.shopify.com/s/files/1/2182/6091/products/dahlia_dress-khaki-lookbook_0001_grande.jpg?v=1634002242,2022-03-15 21:54:57.266015,unisex,False
209,Kowtow,none,UNISEX STAPLE TEE,"A classic fit, unisex t-shirt made from mid-weight organic cotton.To indicate that this garment has been made with no harm to the planet, we have added a colourful ‘Building Block’ tag to the seam. A signifier that it, and its wearer are part of the movement towards a better future.",US$ 75,,BLACK,"['190gsm', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/building-block-staple-tee-black,//cdn.shopify.com/s/files/1/2182/6091/products/staple_tee-black-lookbook-0005_grande.jpg?v=1646958074,2022-03-15 21:54:57.514942,unisex,False
210,Kowtow,none,UNISEX STANDARD PANT,"Unisex pants with a tapered leg and an elasticated waistband for a relaxed fit. They feature front pleats, have both side seam and back patch pockets, and are fastened with corozo nut buttons in a concealed front fly .",US$ 199,,BLACK,"['peached-canvas', 'fairganic', 'seed-to-garment']",https://us.kowtowclothing.com/products/standard-pant-black,//cdn.shopify.com/s/files/1/2182/6091/products/standard_pant-black-lookbook-0001_grande.jpg?v=1627533194,2022-03-15 21:54:57.816076,unisex,False
